Name,StrikesLandedPerMin,StrikesAbsorbedPerMin,TakedownsPer15Min,OpponentTakedownsPer15Min,SubmissionsPer15Min,ControlPer15Min,StrikingAccuracyPct,StrikeDefencePct,TakedownAccuracyPct,TakedownDefencePct,Elo,DOB,Height,Weight,Reach,Stance
Masutatsu Yano,2.2,2.2,1.83,0.0,0.0,223.17,36.73,56.1,33.33,100.0,942.0,1975-07-11,69.0,198.0,,Orthodox
Kenichi Yamamoto,0.77,1.54,0.0,2.4,0.48,411.8,64.86,52.0,0.0,16.67,1072.31,1976-07-11,72.0,170.0,,Orthodox
Keiichiro Yamamiya,1.06,1.67,0.0,0.0,0.0,57.95,24.14,79.05,0.0,100.0,950.03,1972-07-12,71.0,185.0,,Southpaw
Joe Slick,0.75,0.3,1.12,3.37,4.49,188.53,55.56,80.0,50.0,62.5,990.41,1977-10-17,72.0,199.0,,Orthodox
Shonie Carter,1.88,1.84,2.49,1.0,0.0,255.54,41.09,52.77,66.67,80.0,971.29,1972-05-03,70.0,170.0,,Southpaw
Brad Gumm,1.5,2.5,0.0,4.5,0.75,39.75,44.12,47.37,0.0,14.29,917.8,,71.0,170.0,,Orthodox
Scott Adams,0.0,0.0,4.76,0.0,19.05,366.67,0.0,100.0,100.0,100.0,1058.0,,72.0,225.0,,Southpaw
Ian Freeman,2.14,2.14,0.97,1.62,0.65,338.27,50.51,40.0,50.0,81.48,1076.43,1966-11-10,71.0,225.0,,Orthodox
David Velasquez,2.6,7.03,0.0,5.86,0.0,0.0,54.05,49.53,0.0,0.0,937.17,,65.0,145.0,,Orthodox
Bob Cook,3.39,3.7,2.31,0.0,4.63,157.33,46.81,61.9,20.0,100.0,1058.0,,69.0,170.0,,Orthodox
Tiki Ghosn,2.39,2.96,0.0,4.26,0.0,93.65,44.36,52.6,0.0,46.15,814.54,1977-02-09,70.0,170.0,,Orthodox
Dave Menne,2.17,1.55,0.46,3.42,2.74,248.15,42.06,46.32,50.0,67.39,892.27,1974-07-29,70.0,170.0,,Orthodox
Lance Gibson,2.1,3.18,1.62,0.81,0.81,531.27,63.93,32.18,50.0,0.0,1008.03,1970-11-20,69.0,185.0,,Orthodox
Jermaine Andre,1.99,2.43,0.0,2.21,0.0,17.67,57.45,37.74,0.0,50.0,942.0,,67.0,200.0,,Orthodox
Tedd Williams,1.85,2.39,0.82,0.0,0.0,390.03,70.83,50.0,10.0,100.0,982.45,1969-12-19,73.0,275.0,,Orthodox
Koji Oishi,0.18,2.32,2.74,0.0,0.0,278.96,11.54,57.3,27.27,100.0,927.82,1977-05-31,68.0,170.0,,Orthodox
Ikuhisa Minowa,0.25,0.67,3.78,0.0,0.0,563.45,15.79,50.0,37.5,100.0,1067.59,1976-01-12,69.0,181.0,,Orthodox
Satoshi Honma,0.4,3.4,0.0,3.0,1.0,0.0,46.15,17.74,0.0,40.0,944.13,1968-05-19,73.0,205.0,,Orthodox
Sanae Kikuta,1.73,0.86,6.47,0.0,6.47,702.52,50.0,20.0,100.0,100.0,1074.0,1971-09-10,69.0,200.0,,Orthodox
Murilo Bustamante,1.38,2.01,3.97,0.0,1.19,286.11,50.49,58.47,30.3,100.0,1162.11,1966-07-30,74.0,183.0,,Orthodox
Adrian Serrano,0.6,2.6,0.0,4.5,0.0,280.5,26.09,52.73,0.0,50.0,951.59,1963-12-23,68.0,170.0,,Nan
Nate Schroeder,1.25,2.22,2.08,2.08,0.0,436.49,50.0,38.46,16.67,0.0,932.41,,73.0,230.0,,Nan
Joao Roque,0.33,0.27,1.0,0.0,0.0,16.0,8.47,95.24,5.56,100.0,947.63,1971-07-22,66.0,155.0,,Orthodox
Marcelo Aguiar,0.44,3.94,0.0,6.57,0.0,0.0,100.0,41.94,0.0,33.33,950.28,,70.0,170.0,,Orthodox
Alex Andrade,2.1,1.05,0.0,0.0,0.0,241.4,44.44,40.0,0.0,100.0,936.81,1974-05-14,71.0,200.0,,Orthodox
John Alessio,1.48,2.79,0.45,2.47,0.67,87.46,29.91,53.85,18.18,69.44,825.19,1979-07-05,70.0,155.0,72.0,Orthodox
Tyrone Roberts,1.07,0.67,1.0,0.0,0.0,287.0,26.67,67.74,100.0,100.0,1047.21,,69.0,185.0,,Orthodox
CJ Fernandes,2.8,1.8,1.5,0.0,0.0,763.5,50.91,45.45,100.0,100.0,1024.2,1977-11-13,74.0,170.0,,Nan
Jeff Monson,1.36,2.24,1.41,0.53,0.53,289.33,38.8,58.66,17.02,70.0,1108.01,1971-01-18,69.0,247.0,74.0,Orthodox
Yuki Kondo,1.23,1.6,0.0,3.58,0.0,132.44,59.02,49.46,0.0,46.15,955.89,1975-07-17,71.0,183.0,,Southpaw
Alexandre Dantas,0.87,2.43,1.74,0.0,0.87,436.55,31.91,45.45,13.33,100.0,899.38,1979-03-01,74.0,238.0,,Orthodox
Bobby Hoffman,1.29,2.15,2.69,1.08,0.54,374.1,44.44,21.05,83.33,0.0,900.08,1968-10-28,74.0,245.0,,Orthodox
Ben Earwood,0.5,0.2,3.0,0.0,0.0,880.5,55.56,33.33,100.0,100.0,1058.0,,68.0,170.0,,Orthodox
Chris Lytle,3.79,3.18,0.63,1.88,2.15,119.11,44.05,58.03,50.0,54.24,1185.85,1974-08-18,71.0,170.0,68.0,Orthodox
Mark Hughes,0.9,0.4,3.0,0.0,4.5,846.0,47.37,42.86,50.0,100.0,1058.0,1973-10-13,69.0,205.0,,Southpaw
Alex Stiebling,0.4,0.9,0.0,3.0,1.5,0.0,57.14,52.63,0.0,50.0,942.0,,74.0,205.0,,Southpaw
Andrei Arlovski,3.67,3.11,0.31,0.56,0.17,67.01,45.56,56.76,34.62,77.78,941.8,1979-02-04,75.0,240.0,77.0,Orthodox
Aaron Brink,0.0,2.18,0.0,16.36,0.0,65.45,0.0,50.0,0.0,0.0,942.0,1974-11-12,75.0,205.0,,Orthodox
Josh Barnett,4.27,2.39,0.82,1.47,0.82,283.89,61.54,50.56,62.5,59.09,1242.41,1977-11-10,75.0,250.0,78.0,Orthodox
Gan McGee,2.02,1.97,1.41,0.7,0.0,377.76,33.86,53.33,25.0,87.5,1032.18,1976-11-20,82.0,265.0,,Orthodox
Renato Sobral,2.04,1.27,3.02,0.95,3.21,469.57,52.26,50.73,66.67,50.0,1139.35,1975-09-07,73.0,205.0,75.0,Orthodox
Dennis Hallman,1.12,1.96,1.79,0.54,2.15,330.94,44.98,43.64,30.3,25.0,1084.03,1975-12-02,69.0,155.0,72.0,Orthodox
Matt Lindland,2.46,1.31,3.46,0.77,1.15,595.64,51.99,50.49,50.0,64.71,1186.93,1970-05-17,72.0,185.0,74.0,Southpaw
Sean Sherk,2.22,2.92,4.01,0.8,0.32,420.71,34.7,55.07,44.25,56.52,1238.33,1973-08-05,66.0,155.0,67.0,Orthodox
Phil Baroni,2.37,3.7,1.12,2.24,0.42,206.06,49.41,37.44,44.44,65.96,850.3,1976-04-16,69.0,170.0,72.0,Orthodox
Curtis Stout,0.44,3.17,0.0,3.73,0.0,3.73,70.0,29.17,0.0,33.33,893.59,1973-11-07,73.0,185.0,,Southpaw
Mark Robinson,0.0,5.8,0.0,0.0,0.0,804.35,0.0,13.04,0.0,100.0,1025.6,,72.0,265.0,,Orthodox
Elvis Sinosic,1.13,4.6,0.0,4.62,1.23,22.81,37.93,53.04,0.0,0.0,845.71,1971-02-13,75.0,205.0,77.0,Orthodox
Phil Johns,1.2,1.8,0.0,9.0,0.0,144.0,66.67,50.0,0.0,50.0,949.32,1968-10-22,62.0,170.0,,Southpaw
Caol Uno,1.79,1.82,2.02,1.92,0.2,280.68,54.62,48.58,31.25,26.92,952.92,1975-05-08,67.0,155.0,70.0,Southpaw
Tony DeSouza,1.12,1.57,2.25,1.12,1.5,379.93,52.33,41.67,42.86,40.0,964.64,1974-07-26,72.0,170.0,70.0,Southpaw
Steve Berger,0.62,3.16,0.72,4.31,2.15,66.75,22.81,40.54,33.33,0.0,931.27,1973-05-20,71.0,170.0,,Orthodox
BJ Penn,2.76,3.42,1.08,1.41,0.5,144.72,47.55,56.87,57.78,76.22,941.92,1978-12-13,69.0,155.0,70.0,Orthodox
Joey Gilbert,0.61,4.44,0.0,6.06,0.0,18.18,42.86,31.25,0.0,0.0,942.0,1976-06-05,71.0,155.0,,Orthodox
Ricardo Almeida,2.25,1.36,4.23,1.06,1.46,423.2,53.35,58.93,38.1,38.46,1103.16,1976-11-29,72.0,170.0,74.0,Orthodox
Semmy Schilt,1.48,1.48,0.0,2.77,0.0,74.88,59.26,38.46,0.0,60.0,1001.69,1973-10-27,82.0,265.0,,Orthodox
Matt Serra,1.98,2.64,2.05,1.69,0.89,308.17,39.78,46.51,20.91,38.71,1084.32,1974-06-02,66.0,170.0,68.0,Orthodox
Paul Rodriguez,1.85,0.92,0.0,0.0,0.0,0.0,100.0,66.67,0.0,100.0,951.59,,67.0,155.0,,Orthodox
Ricco Rodriguez,2.14,1.31,3.07,1.44,1.08,429.14,56.69,57.92,40.48,38.46,1103.68,1977-08-19,76.0,265.0,,Orthodox
Vladimir Matyushenko,1.95,1.59,2.89,1.06,0.15,319.04,45.95,56.39,40.43,69.57,1091.76,1971-01-04,72.0,205.0,74.0,Orthodox
Din Thomas,1.85,2.6,1.38,2.14,1.22,206.05,37.68,59.07,52.94,76.67,1024.49,1976-09-28,69.0,155.0,,Orthodox
Jutaro Nakao,0.59,1.09,0.0,5.19,0.0,188.15,42.86,37.14,0.0,50.0,1012.76,1970-11-30,69.0,170.0,,Southpaw
Gil Castillo,0.6,2.22,3.33,0.67,0.0,492.67,45.0,44.44,45.45,50.0,983.84,1965-10-21,69.0,170.0,,Southpaw
Yves Edwards,2.75,2.37,0.44,1.98,0.73,174.89,42.76,67.84,40.0,71.88,847.31,1976-09-30,69.0,155.0,73.0,Southpaw
Frank Mir,2.13,3.76,1.98,0.47,1.98,222.5,47.02,38.98,40.38,54.55,1088.31,1979-05-24,75.0,264.0,79.0,Southpaw
Homer Moore,0.68,0.68,5.07,0.0,0.0,692.11,50.0,0.0,66.67,100.0,959.16,1971-11-27,70.0,205.0,,Orthodox
Keith Rockel,1.13,0.21,4.63,0.0,4.63,795.03,73.33,66.67,75.0,100.0,997.88,,72.0,185.0,,Orthodox
Andrei Semenov,0.51,2.83,0.77,2.31,0.77,194.18,13.33,48.6,50.0,50.0,992.03,1977-06-17,72.0,185.0,,Orthodox
Amar Suloev,1.95,3.17,0.83,0.0,0.83,2.5,41.67,65.87,100.0,100.0,920.3,1976-07-01,69.0,183.0,,Orthodox
Kelly Dullanty,0.0,0.67,0.0,5.06,0.0,55.62,0.0,75.0,0.0,66.67,946.0,1977-11-04,68.0,155.0,,Orthodox
Hayato Sakurai,0.28,2.0,0.0,7.49,0.0,0.0,41.67,37.93,0.0,18.18,957.52,1975-08-24,67.0,168.0,,Orthodox
Robbie Lawler,4.13,5.11,0.79,1.77,0.0,89.68,48.33,58.3,73.91,64.81,1228.38,1982-03-20,71.0,170.0,74.0,Southpaw
Aaron Riley,3.29,3.91,1.26,1.73,0.16,175.69,34.73,60.9,34.78,60.71,915.48,1980-12-09,68.0,155.0,69.0,Southpaw
Benji Radach,2.18,0.3,0.0,1.52,0.0,482.33,56.58,66.67,0.0,86.67,985.11,1979-04-05,70.0,185.0,,Orthodox
Ivan Salaverry,2.24,1.15,0.58,3.5,2.92,134.2,47.92,71.77,20.0,36.84,931.14,1971-01-11,72.0,185.0,,Orthodox
Paul Creighton,0.72,4.65,5.37,0.0,0.0,189.66,75.0,30.36,37.5,100.0,959.22,1970-06-04,66.0,155.0,,Southpaw
Joao Pierini,0.76,4.56,0.0,0.0,0.0,0.0,14.29,33.33,0.0,100.0,923.8,1971-12-11,73.0,155.0,,Switch
Rodrigo Ruas,1.28,7.0,0.0,0.0,0.0,7.0,35.48,41.18,0.0,100.0,942.0,1977-10-06,70.0,185.0,,Orthodox
Pete Spratt,1.76,1.04,0.43,5.18,0.43,198.75,57.55,55.0,100.0,40.0,943.24,1971-01-09,69.0,170.0,,Orthodox
Zach Light,0.83,1.24,6.21,0.0,0.0,763.45,40.0,40.0,100.0,100.0,942.0,1974-02-06,68.0,170.0,,Orthodox
Nick Serra,0.0,1.73,1.0,0.0,2.0,104.0,0.0,43.48,10.0,100.0,936.38,1978-03-27,69.0,170.0,,Orthodox
Chris Haseman,0.93,4.67,0.0,3.0,2.0,14.0,70.0,28.57,0.0,40.0,970.75,1969-06-02,71.0,205.0,,Orthodox
Phillip Miller,1.61,1.93,3.62,0.0,0.6,589.53,54.05,50.52,25.0,100.0,1115.63,1979-02-20,71.0,185.0,,Orthodox
James Zikic,1.93,2.0,0.0,4.0,1.0,166.0,43.94,43.4,0.0,81.82,942.0,1977-03-01,74.0,205.0,,Orthodox
Genki Sudo,1.55,2.23,3.58,0.6,4.17,376.94,39.0,33.33,60.0,50.0,1050.01,1978-03-08,69.0,155.0,,Orthodox
Leigh Remedios,0.75,1.36,0.0,4.52,0.0,192.21,41.67,68.97,0.0,33.33,942.0,1976-01-13,67.0,155.0,,Orthodox
Mark Weir,1.8,1.87,0.0,3.23,3.23,176.77,64.1,38.1,0.0,25.0,940.46,1967-09-19,74.0,185.0,,Southpaw
Tim Sylvia,3.66,2.16,0.09,1.03,0.09,124.82,41.76,62.21,100.0,75.0,1209.07,1976-03-05,80.0,265.0,80.0,Orthodox
Wesley Correira,2.96,9.38,0.0,0.0,0.0,13.66,40.62,39.23,0.0,100.0,1005.92,1978-11-11,75.0,260.0,,Orthodox
Travis Wiuff,0.31,4.08,3.14,6.27,1.57,116.03,60.0,33.9,40.0,33.33,906.37,1978-03-15,75.0,205.0,,Orthodox
Rich Clementi,1.56,2.34,1.92,2.33,1.1,205.04,37.25,62.74,42.42,26.09,1022.61,1976-03-31,69.0,155.0,72.0,Southpaw
David Loiseau,1.59,3.64,0.43,3.02,0.14,125.23,44.62,43.28,42.86,36.36,942.88,1979-12-17,72.0,185.0,76.0,Orthodox
Hermes Franca,1.73,2.64,1.6,4.31,2.31,110.33,39.15,56.78,38.1,36.76,1059.58,1974-08-26,66.0,155.0,71.0,Orthodox
Richard Crunkilton,1.93,1.8,4.0,2.0,0.0,441.0,32.58,50.0,57.14,81.82,942.0,1979-11-25,67.0,155.0,,Orthodox
Duane Ludwig,5.32,3.74,0.26,2.34,0.0,115.36,41.32,58.22,16.67,67.86,943.95,1978-08-04,70.0,170.0,70.0,Orthodox
Rich Franklin,3.87,1.88,0.95,1.29,0.14,152.72,43.45,63.4,63.64,64.15,1134.84,1974-10-05,73.0,185.0,76.0,Southpaw
Sean Alvarez,0.89,3.25,0.0,0.0,0.0,436.7,37.5,47.62,0.0,100.0,932.41,1971-07-14,72.0,235.0,,Orthodox
Dave Strasser,3.29,1.96,0.8,3.98,0.0,236.93,45.59,59.78,33.33,37.5,990.41,1969-07-13,70.0,170.0,,Orthodox
Romie Aram,1.6,4.0,2.0,1.0,0.0,294.0,34.29,52.0,50.0,50.0,942.0,1977-12-02,70.0,170.0,,Orthodox
Falaniko Vitale,0.31,2.27,0.0,0.92,0.0,207.76,20.0,47.89,0.0,83.33,1041.55,1974-07-14,70.0,185.0,,Orthodox
Eddie Ruiz,0.2,1.4,2.0,0.0,0.0,285.0,25.0,47.5,12.5,100.0,946.58,1967-06-10,67.0,155.0,,Orthodox
Wes Sims,0.8,1.9,0.0,3.17,1.9,39.27,67.86,31.82,0.0,44.44,882.0,1979-08-04,82.0,260.0,,Orthodox
Vernon White,3.04,2.57,0.79,2.36,0.0,232.66,48.74,59.84,16.67,50.0,959.94,1971-12-03,72.0,205.0,,Southpaw
Marvin Eastman,2.18,3.92,0.95,0.95,0.0,140.91,34.67,42.06,28.57,81.82,895.31,1971-06-08,69.0,185.0,73.0,Orthodox
Nick Diaz,4.18,3.81,1.01,2.08,0.93,126.83,41.66,54.15,34.15,62.82,1119.08,1983-08-02,73.0,170.0,76.0,Southpaw
Jeremy Jackson,0.77,1.59,1.64,4.93,0.0,336.99,27.45,25.64,40.0,53.85,895.03,1982-09-19,70.0,170.0,,Orthodox
Josh Thomson,2.29,2.87,1.92,1.22,0.0,211.53,43.11,52.68,36.67,41.67,1058.02,1978-09-21,70.0,155.0,71.0,Orthodox
Gerald Strebendt,0.0,4.0,0.0,5.45,16.36,0.0,0.0,38.89,0.0,0.0,942.0,1979-03-01,69.0,155.0,,Orthodox
Karo Parisyan,2.49,2.19,5.27,1.69,0.99,353.16,41.48,58.33,59.55,59.52,1078.27,1982-08-28,70.0,170.0,72.0,Orthodox
Edwin DeWees,1.56,6.85,3.11,0.0,4.67,180.62,39.47,31.25,100.0,100.0,872.23,1982-08-07,73.0,185.0,,Orthodox
Jorge Rivera,3.27,2.42,0.91,1.95,0.13,302.46,49.67,57.12,50.0,64.29,1082.08,1972-02-28,73.0,185.0,73.0,Orthodox
Nick Agallar,0.69,4.56,0.0,0.0,0.0,138.94,11.63,42.11,0.0,100.0,955.26,1979-01-13,68.0,155.0,,Orthodox
Chris Liguori,0.29,1.44,0.0,4.31,0.0,34.45,33.33,0.0,0.0,50.0,930.16,,69.0,185.0,,Orthodox
Frank Trigg,2.69,2.32,1.09,1.63,1.09,396.91,47.13,51.15,66.67,76.92,945.76,1972-05-07,69.0,170.0,71.0,Southpaw
Jeff Curran,1.8,3.07,0.0,3.67,0.67,19.33,27.65,59.05,0.0,26.67,845.21,1977-09-02,66.0,135.0,69.0,Orthodox
Georges St-Pierre,3.64,1.37,3.74,0.33,1.0,404.09,53.16,73.07,73.77,85.19,1673.28,1981-05-19,71.0,185.0,76.0,Orthodox
Lee Murray,0.0,1.14,0.0,8.57,17.14,0.0,0.0,50.0,0.0,50.0,1069.14,1977-09-12,75.0,185.0,,Orthodox
Renato Verissimo,0.89,1.29,1.21,2.42,2.82,254.95,47.14,47.25,25.0,50.0,975.42,1973-08-03,73.0,170.0,,Orthodox
Mike Brown,3.06,2.84,3.03,1.17,0.0,375.76,55.34,53.44,30.95,68.75,973.95,1975-09-08,66.0,145.0,70.0,Orthodox
Jonathan Wiezorek,2.14,4.29,3.21,0.0,0.0,356.79,100.0,13.04,25.0,100.0,1058.0,1978-02-10,75.0,250.0,,Southpaw
Wade Shipp,4.29,2.14,0.0,3.21,0.0,141.43,86.96,0.0,0.0,75.0,942.0,1975-02-09,75.0,245.0,,Orthodox
Mike Kyle,3.69,0.86,1.84,0.0,1.84,595.7,65.22,58.82,50.0,100.0,1041.77,1980-03-31,76.0,205.0,77.0,Orthodox
Trevor Prangley,2.17,1.51,4.11,2.06,1.17,465.12,59.04,50.64,63.64,74.07,961.23,1972-08-24,73.0,185.0,75.0,Orthodox
Jay Hieron,1.66,2.75,4.76,1.06,1.59,235.7,28.66,56.18,52.94,60.0,847.88,1976-07-29,72.0,170.0,75.0,Orthodox
Ivan Menjivar,2.36,2.4,0.34,3.08,1.03,43.18,36.44,65.52,28.57,30.77,921.13,1982-05-30,66.0,145.0,64.0,Orthodox
Ronald Jhun,1.27,1.91,2.39,0.0,0.0,54.91,50.0,52.0,100.0,100.0,934.3,1970-09-21,71.0,170.0,,Orthodox
Justin Eilers,1.93,6.65,0.0,0.0,0.0,164.69,30.77,47.73,0.0,100.0,927.7,1978-06-28,73.0,235.0,,Orthodox
David Terrell,2.34,2.71,5.54,0.0,5.54,192.2,63.33,37.14,50.0,100.0,1101.94,1978-01-09,73.0,185.0,,Southpaw
Joe Riggs,2.47,1.92,2.92,1.57,0.45,298.43,50.77,52.42,61.9,72.0,958.84,1982-09-23,72.0,185.0,70.0,Southpaw
Joe Doerksen,1.29,2.8,1.95,3.09,2.28,179.02,43.27,47.02,34.29,20.83,880.09,1977-10-09,72.0,185.0,75.0,Orthodox
Travis Lutter,0.41,2.42,1.95,2.27,0.65,269.09,32.2,42.56,24.0,30.0,951.67,1973-05-12,71.0,185.0,75.0,Orthodox
Patrick Cote,2.79,3.25,0.63,1.9,0.25,155.05,48.04,48.39,19.61,44.44,1126.3,1980-02-29,71.0,170.0,75.0,Orthodox
Drew Fickett,2.45,2.23,1.42,3.8,1.9,167.65,41.55,57.91,37.5,30.43,1075.87,1979-12-14,70.0,155.0,70.0,Orthodox
Gideon Ray,2.08,2.58,1.49,1.49,0.0,52.07,40.38,53.57,100.0,0.0,851.4,1973-05-27,70.0,185.0,,Southpaw
James Irvin,2.05,3.86,0.0,6.26,0.52,53.19,48.76,35.47,0.0,36.84,938.94,1978-09-12,74.0,205.0,75.0,Orthodox
Paul Buentello,3.18,3.9,0.36,3.61,0.72,98.6,46.32,50.91,50.0,23.08,1001.36,1974-01-16,74.0,245.0,77.0,Orthodox
Pete Sell,2.26,3.17,0.79,2.18,0.79,116.66,42.43,51.71,21.05,47.62,905.84,1982-08-05,71.0,170.0,75.0,Orthodox
Alex Karalexis,2.02,3.22,0.72,0.72,2.16,188.79,30.43,51.8,20.0,80.0,926.44,1977-09-20,68.0,155.0,66.0,Orthodox
Josh Rafferty,0.6,3.6,0.0,0.0,9.0,0.0,33.33,50.0,0.0,100.0,942.0,1981-01-06,72.0,170.0,,Orthodox
Mike Swick,2.29,2.32,0.96,2.16,0.6,199.04,35.79,55.23,47.06,57.14,1071.77,1979-06-19,73.0,170.0,77.0,Orthodox
Alex Schoenauer,3.0,21.0,0.0,0.0,0.0,0.0,25.0,46.15,0.0,100.0,942.0,1976-05-05,75.0,185.0,,Orthodox
Nate Quarry,4.25,2.4,0.21,0.86,0.0,139.98,44.54,66.27,33.33,60.0,1151.27,1972-03-18,72.0,185.0,72.0,Open Stance
Lodune Sincaid,3.05,10.96,0.0,0.0,0.0,0.0,29.41,56.1,0.0,100.0,942.0,1973-05-07,69.0,185.0,,Orthodox
Josh Koscheck,1.72,2.12,2.41,0.6,0.42,333.16,36.18,63.17,48.19,64.29,1005.65,1977-11-30,70.0,170.0,73.0,Orthodox
Chris Sanford,0.23,3.22,0.0,6.9,3.45,0.0,50.0,17.65,0.0,0.0,942.0,1968-03-12,71.0,185.0,,Orthodox
Chris Leben,2.88,2.85,1.28,2.41,0.75,237.69,42.91,53.06,45.95,54.93,915.17,1980-07-21,71.0,185.0,73.0,Southpaw
Jason Thacker,0.63,17.05,0.0,9.47,0.0,0.0,33.33,32.5,0.0,0.0,942.0,1975-08-18,70.0,185.0,,Orthodox
Sam Hoger,1.07,2.25,1.12,3.8,1.34,133.71,25.0,57.1,38.46,29.17,931.2,1980-06-28,74.0,205.0,,Orthodox
Bobby Southworth,1.4,1.47,1.0,0.0,0.0,81.0,25.0,81.51,50.0,100.0,942.0,1969-12-16,74.0,205.0,,Orthodox
Diego Sanchez,2.66,3.12,1.36,1.4,0.68,225.24,37.35,56.52,21.69,47.14,1105.73,1981-12-31,70.0,170.0,72.0,Southpaw
Kenny Florian,2.42,1.84,2.08,1.76,1.04,214.81,40.0,64.0,32.1,59.26,1213.26,1976-05-26,70.0,145.0,74.0,Southpaw
Forrest Griffin,4.59,2.86,0.87,1.56,0.69,123.54,36.4,61.81,43.48,60.87,1258.03,1979-03-16,75.0,205.0,77.0,Orthodox
Stephan Bonnar,2.69,2.94,1.5,1.94,1.14,314.08,39.74,52.42,41.46,58.49,1143.3,1977-04-04,76.0,205.0,79.0,Orthodox
John Marsh,1.2,2.27,1.0,1.0,1.0,161.0,51.43,43.33,100.0,75.0,951.59,1970-09-15,72.0,265.0,,Orthodox
Jason Miller,1.31,4.48,0.69,3.1,0.69,87.11,29.38,42.48,11.76,25.0,893.17,1980-12-24,73.0,185.0,,Orthodox
Charles McCarthy,0.18,4.03,2.67,0.0,2.67,235.44,12.0,56.41,60.0,100.0,965.05,1980-08-06,70.0,185.0,71.0,Orthodox
Kevin Jordan,1.93,2.31,0.0,1.61,0.0,69.97,41.86,56.57,0.0,77.78,903.08,1970-12-31,75.0,245.0,,Orthodox
Bill Mahood,0.43,1.3,0.0,6.52,0.0,0.0,100.0,25.0,0.0,0.0,951.59,1967-02-01,75.0,200.0,,Orthodox
Josh Neer,3.15,3.63,1.0,3.7,1.3,196.44,44.66,57.7,41.67,42.19,920.06,1983-03-24,71.0,170.0,72.0,Orthodox
Nate Marquardt,2.65,2.07,2.07,1.07,0.88,250.66,51.38,58.32,58.93,71.19,988.53,1979-04-20,72.0,185.0,74.0,Orthodox
Terry Martin,3.02,3.09,3.07,0.34,0.0,444.89,52.78,44.94,36.0,83.33,905.78,1980-10-10,68.0,185.0,71.0,Orthodox
Brian Gassaway,0.43,5.05,0.0,6.49,0.0,49.76,50.0,45.31,0.0,50.0,951.59,1972-08-07,73.0,170.0,,Orthodox
Jonathan Goulet,1.61,2.01,4.17,3.28,0.6,364.47,41.97,46.28,70.0,45.0,1002.31,1979-07-13,72.0,170.0,73.0,Orthodox
Jon Fitch,2.58,1.52,3.56,1.6,0.86,472.87,51.43,53.68,54.72,55.93,1310.83,1978-02-24,72.0,170.0,74.0,Orthodox
Brock Larson,1.2,1.66,2.31,3.33,1.79,282.15,46.05,55.3,30.0,43.48,962.17,1977-08-23,71.0,170.0,71.0,Southpaw
Spencer Fisher,3.17,3.03,0.67,2.84,0.75,113.24,43.51,64.13,30.0,60.42,943.82,1976-05-09,67.0,155.0,68.0,Southpaw
Thiago Alves,3.66,3.36,0.7,2.24,0.3,91.94,41.77,62.52,60.87,63.11,980.29,1983-10-03,69.0,170.0,70.0,Orthodox
Brandon Vera,3.07,2.93,0.73,1.74,0.18,146.56,55.83,52.48,53.33,60.42,980.1,1977-10-10,75.0,230.0,78.0,Orthodox
Fabiano Scherner,1.31,3.2,1.09,3.27,0.0,125.3,31.58,38.03,33.33,40.0,901.51,1972-06-30,75.0,257.0,,Orthodox
Alessio Sakara,3.96,2.8,2.18,2.58,0.0,244.7,47.76,59.23,78.57,62.86,897.55,1981-09-02,72.0,185.0,72.0,Orthodox
Ron Faircloth,0.39,8.9,0.0,0.0,0.0,0.0,40.0,42.5,0.0,100.0,1029.0,1979-08-16,69.0,205.0,,Orthodox
Marcio Cruz,2.92,1.51,0.53,2.64,1.58,191.92,46.11,68.61,7.14,37.5,1021.78,1978-04-24,76.0,232.0,,Orthodox
Keigo Kunihara,0.17,1.99,4.97,0.0,2.49,484.81,10.0,57.14,40.0,100.0,942.0,,72.0,235.0,,Orthodox
Chael Sonnen,3.25,1.49,4.39,1.31,0.47,704.8,45.56,62.17,53.62,57.69,1262.27,1977-04-03,73.0,205.0,73.0,Southpaw
Branden Lee Hinkle,2.61,3.91,4.34,1.09,4.34,435.34,69.23,26.03,57.14,66.67,942.77,1973-07-29,75.0,235.0,,Orthodox
Sean Gannon,0.0,6.38,0.0,3.54,0.0,0.0,0.0,28.95,0.0,50.0,942.0,,75.0,265.0,,Southpaw
Keith Jardine,4.04,3.05,0.34,1.69,0.0,36.68,37.13,62.56,33.33,65.12,985.47,1975-10-31,74.0,185.0,76.0,Orthodox
Kerry Schall,0.94,4.84,0.0,0.0,0.0,0.0,11.76,63.06,0.0,100.0,942.0,1971-08-09,74.0,265.0,,Orthodox
Melvin Guillard,3.06,1.83,1.44,3.18,0.21,79.56,39.72,68.14,66.67,65.17,1092.64,1983-03-30,69.0,155.0,71.0,Orthodox
Marcus Davis,2.72,2.79,1.6,1.37,1.37,204.25,39.73,65.7,48.28,47.83,1032.92,1973-08-24,70.0,170.0,70.0,Southpaw
Joshua Burkman,2.69,3.13,2.53,1.04,0.3,227.38,43.61,51.94,36.96,72.55,815.75,1980-04-10,70.0,170.0,72.0,Orthodox
Sammy Morgan,0.59,3.19,0.0,6.84,0.98,0.0,19.57,44.32,0.0,0.0,893.59,1981-09-28,70.0,170.0,,Orthodox
Kit Cope,1.42,1.78,0.0,8.01,0.0,40.06,53.33,50.0,0.0,62.5,945.12,1977-03-17,72.0,170.0,,Orthodox
